Item_Identifier,Item_Weight,Item_Type,Item_MRP,Outlet_Identifier,Item_Visibility_sqrt,Item_Outlet_Sales_sqrt,Age_Outlet,Item_Fat_Content_Encoding,Item_Category_Food,Item_Category_Non-Consumable,Outlet_Category_Moderate Outlet,Outlet_Category_Old Outlet,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
FDZ35,9.6,Breads,102.499,OUT046,0.149259763,39.34444052,27,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDS21,19.85,Snack Foods,62.0194,OUT018,0.144779805,24.88360906,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDM52,15.1,Frozen Foods,147.4076,OUT046,0.161224759,52.99381473,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDQ08,15.7,Fruits and Vegetables,62.9536,OUT027,0.137254075,47.60654577,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDQ56,6.59,Fruits and Vegetables,85.6908,OUT035,0.324926681,43.92594222,20,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDS47,16.75,Breads,89.4856,OUT049,0.359285559,32.47502425,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DRM48,15.2,Soft Drinks,38.6848,OUT045,0.336341533,33.99748226,22,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDW46,13,Snack Foods,65.7484,OUT017,0.265893424,34.27055879,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDW27,5.86,Meat,154.1314,OUT018,0.38918867,58.41995207,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
NCQ05,11.395,Health and Hygiene,150.1708,OUT010,0.190168767,17.34766843,26,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDU40,20.85,Frozen Foods,192.2478,OUT010,0.250213075,19.68490792,26,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DRE12,4.59,Soft Drinks,112.886,OUT027,0.265401206,54.2479124,39,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDX35,5.035,Breads,226.3036,OUT013,0.282566882,64.02081537,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDD51,11.15,Dairy,45.0744,OUT049,0.34661103,21.27778184,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDY27,6.38,Dairy,178.3344,OUT018,0.178964005,56.67291417,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
NCN06,8.39,Household,162.2868,OUT046,0.347127161,51.19168683,27,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDR57,5.675,Snack Foods,155.5288,OUT035,0.153272711,37.60530814,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDL32,15.7,Fruits and Vegetables,110.1544,OUT049,0.350224694,39.57223269,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDW46,13,Snack Foods,65.9484,OUT018,0.265684092,32.31059269,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
NCO17,10,Health and Hygiene,121.844,OUT027,0.270230274,55.82064134,39,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDR19,13.5,Fruits and Vegetables,145.3102,OUT013,0.399484361,27.00094443,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDJ33,8.895,Snack Foods,125.173,OUT017,0.298029806,54.37050671,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDB15,10.895,Dairy,263.0568,OUT046,0.369879361,22.96330987,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDA52,16.2,Frozen Foods,178.437,OUT045,0.358723741,32.53647184,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDZ08,12.5,Fruits and Vegetables,84.1592,OUT027,0.330846993,36.34483732,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDR27,15.1,Meat,131.9942,OUT017,0.310876205,55.20295825,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCK42,7.475,Household,217.6192,OUT046,0.114542691,41.5421906,27,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDZ12,9.17,Baking Goods,144.847,OUT019,0,11.96440554,39,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FDM60,10.8,Baking Goods,41.5138,OUT018,0.219862248,21.13650397,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
NCI31,20,Others,35.019,OUT018,0.285759427,24.20545393,15,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDX39,14.3,Meat,210.3586,OUT049,0.223054679,79.57234444,25,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NCV05,10.1,Health and Hygiene,153.4656,OUT017,0.174296822,43.05330649,17,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDX16,17.85,Frozen Foods,149.105,OUT046,0.256534686,47.40332267,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
DRK12,9.5,Soft Drinks,32.89,OUT010,0,5.769748695,26,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
NCA05,20.75,Health and Hygiene,146.6734,OUT017,0.158974152,21.10498045,17,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRG51,12.1,Dairy,164.6526,OUT010,0.138978275,25.64781472,26,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
NCR30,20.6,Household,74.4696,OUT018,0.266987206,14.95689807,15,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
NCE31,7.67,Household,33.1216,OUT046,0.429934389,26.96393146,27,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDM56,16.7,Fruits and Vegetables,111.1912,OUT019,0.350565844,14.77776708,39,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FDP24,20.6,Baking Goods,119.5756,OUT013,0.287984382,51.63199783,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
DRM37,15.35,Soft Drinks,196.6768,OUT010,0.401684174,24.3152298,26,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDN56,5.46,Fruits and Vegetables,142.6786,OUT013,0.327059774,48.0797005,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
DRE60,9.395,Soft Drinks,224.772,OUT049,0.39947739,83.77071087,25,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDW49,19.5,Canned,180.6002,OUT019,0.380181891,29.92492272,39,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FDM20,10,Fruits and Vegetables,243.8144,OUT046,0.196687066,68.22956544,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDK15,10.8,Meat,98.2042,OUT019,0.41510228,14.08575167,39,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FDK48,7.445,Baking Goods,73.3354,OUT049,0.194141008,21.24646794,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDO49,10.6,Breakfast,49.7008,OUT019,0.240562009,7.113423929,39,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FDC09,15.5,Fruits and Vegetables,102.1332,OUT018,0.162508914,24.80320947,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
NCZ41,19.85,Health and Hygiene,126.1704,OUT013,0.253707759,29.60055405,37,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDP19,11.5,Fruits and Vegetables,128.1652,OUT046,0.416552593,49.53926523,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDQ24,15.7,Baking Goods,250.4724,OUT019,0.359139082,15.86418608,39,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DRL11,10.5,Hard Drinks,159.0946,OUT045,0.219352554,64.05200699,22,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDO36,19.7,Baking Goods,177.766,OUT035,0.279104119,51.92773825,20,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDN52,12.87542024,Frozen Foods,86.9198,OUT027,0.361846307,39.62267533,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDF21,10.3,Fruits and Vegetables,188.653,OUT010,0.313791298,13.77508621,26,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDU40,20.85,Frozen Foods,192.7478,OUT013,0.193320581,55.67732752,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDS51,13.35,Meat,61.4194,OUT049,0.179528622,27.25862799,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDE45,12.1,Fruits and Vegetables,177.8002,OUT046,0.200891301,40.14849686,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDX50,20.1,Dairy,108.7228,OUT035,0.273153968,34.86761822,20,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCN14,19.1,Others,184.2608,OUT019,0.401168516,19.17085288,39,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FDQ21,21.25,Snack Foods,120.8756,OUT018,0.139650829,56.12989934,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDV57,15.25,Snack Foods,181.766,OUT027,0.256080942,85.85106872,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDB44,6.655,Fruits and Vegetables,209.2586,OUT013,0.130171883,54.35825972,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDG52,13.65,Frozen Foods,47.7402,OUT013,0.256078558,25.36065457,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDL38,13.8,Canned,88.4172,OUT019,0.160610616,9.445485694,39,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCS54,13.6,Household,176.737,OUT049,0.100043486,70.28681242,25,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DRL37,15.5,Soft Drinks,41.577,OUT035,0.231002351,27.1239562,20,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDA43,10.895,Fruits and Vegetables,196.6794,OUT013,0.254208432,34.21222588,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDZ39,19.7,Meat,101.799,OUT017,0.134635523,33.69256595,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDG45,8.1,Fruits and Vegetables,211.8902,OUT018,0,61.83060407,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDH10,21,Snack Foods,195.0478,OUT013,0.221954903,39.36981585,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDO10,13.65,Snack Foods,58.3588,OUT010,0.146094942,10.70128964,26,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDS35,9.3,Breads,63.2826,OUT027,0.33268894,32.14532003,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDI41,18.5,Frozen Foods,145.1418,OUT027,0.248908495,67.53810628,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDN21,18.6,Snack Foods,163.1236,OUT027,0.276556416,49.16150933,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
NCO18,13.15,Household,176.8686,OUT045,0.157166351,46.18682929,22,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDB34,15.25,Snack Foods,85.2198,OUT018,0.163457059,38.50631896,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDD05,19.35,Frozen Foods,121.5098,OUT013,0.128831871,53.77950539,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDX59,10.195,Breads,33.0558,OUT027,0.22674016,31.38021988,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDZ23,17.75,Baking Goods,185.424,OUT010,0.336133677,27.30743489,26,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDX27,20.7,Dairy,92.7436,OUT046,0.337812211,36.38145682,27,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDV07,9.5,Fruits and Vegetables,110.4228,OUT017,0,39.33597844,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDR14,11.65,Dairy,55.5298,OUT017,0.41837008,25.43929244,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDO01,21.1,Breakfast,128.7994,OUT045,0.144085645,42.4145211,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDO13,7.865,Breakfast,166.3526,OUT017,0.247800426,44.4233182,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDU25,12.35,Canned,57.0246,OUT035,0.163328552,41.68618476,20,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCK54,12.15,Household,114.715,OUT027,0.171407138,43.17684565,39,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDZ56,16.25,Fruits and Vegetables,168.1474,OUT013,0.160360725,38.93618625,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
NCL55,12.15,Others,253.704,OUT017,0.255002812,71.13423929,17,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDD59,10.5,Starchy Foods,78.296,OUT045,0.257517034,46.44558106,22,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDJ55,12.8,Meat,226.0404,OUT017,0.153831252,73.49128928,17,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDA45,21.25,Snack Foods,177.637,OUT027,0.393226712,73.9563858,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
DRF23,4.61,Hard Drinks,172.8396,OUT010,0.453094722,13.20755844,26,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDT49,7,Canned,105.728,OUT017,0.390207636,35.75382497,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCO17,10,Health and Hygiene,120.644,OUT035,0,43.78931376,20,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDH22,6.405,Snack Foods,128.1678,OUT035,0.369154674,31.89580537,20,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDT34,9.3,Snack Foods,104.2964,OUT049,0.417877187,44.70717616,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDB39,11.6,Dairy,57.9272,OUT045,0.196461388,24.80320947,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDQ22,16.75,Snack Foods,39.1822,OUT045,0.172626664,17.72731226,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCN43,12.15,Others,122.973,OUT010,0.106369277,11.09833321,26,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDG57,14.7,Fruits and Vegetables,48.2034,OUT049,0.269092482,31.94794829,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDR20,20,Fruits and Vegetables,46.7744,OUT035,0.167685524,34.96296326,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDU22,12.35,Snack Foods,120.2124,OUT019,0.404166081,21.77268013,39,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCC43,7.39,Household,250.9066,OUT017,0.305463112,38.80772603,17,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDP01,20.75,Breakfast,150.5682,OUT010,0.325568202,27.61052336,26,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDF52,9.3,Frozen Foods,184.2292,OUT018,0.258950457,35.73519833,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDZ33,10.195,Snack Foods,147.6076,OUT035,0.327683907,59.55990598,20,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDP48,7.52,Baking Goods,181.395,OUT027,0.209308452,77.73117135,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDW56,7.68,Fruits and Vegetables,192.2162,OUT010,0.344488805,19.61714556,26,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
FDC26,10.195,Canned,110.6886,OUT018,0.35622735,34.97248347,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDF34,9.3,Snack Foods,200.0084,OUT018,0.118644439,46.71715317,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDJ33,8.895,Snack Foods,123.473,OUT035,0.297162376,38.44575399,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDD04,16,Dairy,143.2154,OUT045,0.300256151,37.65838552,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCJ31,19.2,Others,239.2196,OUT013,0.427202262,71.14359845,37,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDO57,20.75,Snack Foods,161.7578,OUT046,0.329712241,53.74235201,27,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDM36,11.65,Baking Goods,172.1422,OUT027,0.241756952,74.28425405,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
NCY05,13.5,Health and Hygiene,35.2874,OUT046,0.234499486,27.2219654,27,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDS44,12.65,Fruits and Vegetables,241.7538,OUT027,0.394066378,95.56905566,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDZ39,19.7,Meat,101.199,OUT035,0.134243663,43.09967517,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCM31,6.095,Others,143.3154,OUT017,0.285754965,53.25699954,17,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRK11,8.21,Hard Drinks,150.8392,OUT013,0.103708558,54.61486977,37,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDO34,17.7,Snack Foods,165.9816,OUT010,0.223856295,12.95305369,26,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
NCL30,18.1,Household,127.3336,OUT035,0.221203919,33.91905659,20,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDK28,5.695,Frozen Foods,259.2646,OUT017,0.25682856,96.31160678,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRJ39,20.25,Dairy,219.3482,OUT035,0.190575956,70.97963511,20,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
NCP06,20.7,Household,152.3366,OUT027,0.197625292,45.99904782,39,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDE33,19.35,Fruits and Vegetables,80.3644,OUT027,0.222250404,43.42286955,39,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDZ44,8.185,Fruits and Vegetables,115.6808,OUT049,0.19694992,26.51574627,25,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FDV46,18.2,Snack Foods,140.718,OUT018,0.112513266,51.54165306,15,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
NCO06,19.25,Household,33.3558,OUT035,0.328648758,26.70340428,20,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
DRG03,14.5,Dairy,154.4998,OUT013,0.248867417,41.1314697,37,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDU37,9.5,Canned,80.196,OUT013,0.32314275,46.44558106,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDI57,19.85,Seafood,196.8768,OUT013,0.23233744,50.61618713,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDM45,8.655,Snack Foods,119.7756,OUT013,0.296852381,45.38705983,37,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FDC26,10.195,Canned,109.2886,OUT035,0.355470387,36.52756767,20,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDU14,17.75,Dairy,248.375,OUT027,0.185968696,101.1764548,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FDB26,14,Canned,51.464,OUT046,0.176826175,26.31410268,27,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDC29,8.39,Frozen Foods,114.0176,OUT018,0.155898249,38.58404852,15,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FDY58,11.65,Snack Foods,228.9694,OUT017,0.200360617,81.38005038,17,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDR59,14.5,Breads,260.4594,OUT035,0.252688494,56.03492482,20,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
FDS03,7.825,Meat,65.8826,OUT027,0.281501341,40.18165004,39,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
