,ID_store,Type,Weight_grams,Visibility_sqrt,Sales_sqrt,Store_Age,Minimal_Retail_Price,Fat_Content_Encoding
1584,OUT049,Breads,6.55,0.186166979,33.16476443,25.0,155.8288,1.0
1585,OUT017,Canned,16.25,0.0,33.20489121,17.0,89.8804,0.0
1586,OUT013,Snack Foods,15.25,0.256596413,51.92773825,37.0,179.866,1.0
1587,OUT035,Canned,9.695,0.170759372,35.14340621,20.0,174.537,1.0
1588,OUT019,Frozen Foods,20.5,0.252288688,8.635369129,39.0,74.7696,0.0
1589,OUT046,Dairy,16.0,0.238872539,70.36255254,27.0,225.0404,0.0
1590,OUT010,Breads,15.85,0.340088444,20.86703621,26.0,218.3166,0.0
1591,OUT027,Fruits and Vegetables,12.8,0.27512127,47.1215768,39.0,98.241,0.0
1592,OUT049,Household,18.85,0.40968822,55.77291099,25.0,193.9136,0.0
1593,OUT045,Baking Goods,6.215,0.222985056,67.18723093,22.0,224.5062,1.0
1594,OUT027,Canned,18.85,0.375441487,62.36668662,39.0,167.7132,0.0
1595,OUT049,Health and Hygiene,11.8,0.242543928,35.90249016,25.0,80.8618,0.0
1596,OUT018,Fruits and Vegetables,7.325,0.306212008,41.63024622,15.0,90.3146,0.0
1597,OUT049,Hard Drinks,10.5,0.219300743,43.51476991,25.0,159.2946,0.0
1598,OUT045,Fruits and Vegetables,15.7,0.13772706,35.00102856,22.0,61.9536,1.0
1599,OUT027,Fruits and Vegetables,20.75,0.15502414,49.63325498,39.0,124.973,0.0
1600,OUT045,Snack Foods,13.0,0.265413323,32.31059269,22.0,63.4484,1.0
1601,OUT049,Snack Foods,13.5,0.35421666,81.08498628,25.0,264.491,1.0
1602,OUT018,Soft Drinks,6.865,0.11853375,40.97740353,15.0,128.9652,0.0
1603,OUT013,Dairy,7.785,0.373412232,49.03268094,37.0,103.0306,0.0
1604,OUT035,Fruits and Vegetables,17.7,0.128815783,31.17800507,20.0,46.9034,1.0
1605,OUT010,Household,20.2,0.352507608,16.66249081,26.0,93.6462,0.0
1606,OUT046,Canned,7.855,0.106118636,43.63700265,27.0,189.5188,0.0
1607,OUT035,Fruits and Vegetables,6.36,0.347161084,20.48057616,20.0,45.906,0.0
1608,OUT046,Snack Foods,17.0,0.1263539,69.35228331,27.0,229.4352,1.0
1609,OUT046,Breads,5.78,0.310461313,42.27300794,27.0,163.5552,0.0
1610,OUT045,Fruits and Vegetables,11.5,0.270239414,51.54165306,22.0,187.953,0.0
1611,OUT027,Fruits and Vegetables,13.6,0.208431651,83.32444059,39.0,158.1946,1.0
1612,OUT018,Fruits and Vegetables,18.2,0.222532229,48.73986459,15.0,147.3734,0.0
1613,OUT013,Frozen Foods,18.25,0.281341284,65.48601225,37.0,223.8062,0.0
1614,OUT013,Breads,12.6,0.220774743,31.47555242,37.0,60.4194,0.0
1615,OUT049,Dairy,8.575,0.268250251,59.25731347,25.0,195.3794,1.0
1616,OUT018,Fruits and Vegetables,18.2,0.40267524,23.43682999,15.0,37.719,0.0
1617,OUT010,Canned,8.115,0.23200722,17.65203671,26.0,155.2972,1.0
1618,OUT045,Meat,12.65,0.263753216,23.90097069,22.0,52.4324,0.0
1619,OUT027,Frozen Foods,17.6,0.236684017,20.48057616,39.0,40.0454,0.0
1620,OUT046,Dairy,8.775,0.33152869,39.2173176,27.0,41.9428,0.0
1621,OUT035,Breads,5.94,0.171367479,61.27896866,20.0,187.7556,1.0
1622,OUT035,Baking Goods,18.85,0.235261525,39.7736194,20.0,131.5284,0.0
1623,OUT013,Baking Goods,9.8,0.0,25.64781472,37.0,49.2008,1.0
1624,OUT017,Fruits and Vegetables,12.65,0.396139632,74.35144518,17.0,238.3538,1.0
1625,OUT018,Household,20.7,0.19850863,47.61353799,15.0,149.8366,0.0
1626,OUT013,Hard Drinks,14.65,0.412524564,26.80295133,37.0,55.2614,0.0
1627,OUT027,Frozen Foods,6.695,0.183786912,84.1038596,39.0,222.8456,0.0
1628,OUT018,Snack Foods,15.85,0.239889379,22.16665063,15.0,55.8956,0.0
1629,OUT017,Fruits and Vegetables,17.25,0.400119858,32.44425681,17.0,61.5194,1.0
1630,OUT017,Frozen Foods,16.0,0.315963175,16.23751212,17.0,87.4856,1.0
1631,OUT046,Meat,6.32,0.112773871,25.07020542,27.0,40.2822,0.0
1632,OUT035,Household,6.525,0.300464031,44.44579395,20.0,86.7882,0.0
1633,OUT013,Starchy Foods,6.695,0.0,62.14209523,37.0,191.882,0.0
1634,OUT045,Snack Foods,14.85,0.099794494,53.06914358,22.0,157.963,1.0
1635,OUT049,Frozen Foods,17.1,0.180772893,55.96358816,25.0,150.7392,0.0
1636,OUT013,Fruits and Vegetables,10.3,0.0,64.20773785,37.0,115.0176,1.0
1637,OUT013,Baking Goods,19.7,0.279014342,55.28129883,37.0,179.166,0.0
1638,OUT049,Snack Foods,10.695,0.106972997,38.44575399,25.0,73.5038,1.0
1639,OUT045,Household,7.285,0.176677132,51.25018049,22.0,177.1054,0.0
1640,OUT018,Household,17.7,0.226156063,57.50098086,15.0,127.3678,0.0
1641,OUT049,Snack Foods,18.25,0.123703892,28.17150333,25.0,198.0084,0.0
1642,OUT010,Snack Foods,5.175,0.222194014,14.55075256,26.0,106.7622,1.0
1643,OUT049,Baking Goods,5.635,0.0,34.61849217,25.0,148.705,0.0
1644,OUT010,Snack Foods,6.035,0.486244384,12.40160473,26.0,155.5998,0.0
1645,OUT018,Meat,14.8,0.285258246,55.29334137,15.0,191.4846,0.0
1646,OUT046,Dairy,18.25,0.428129513,39.2173176,27.0,111.657,1.0
1647,OUT018,Dairy,16.1,0.252169269,18.99641019,15.0,179.4318,1.0
1648,OUT018,Dairy,16.75,0.246560875,22.65682679,15.0,170.4106,0.0
1649,OUT046,Starchy Foods,17.7,0.0,65.24664896,27.0,184.3924,1.0
1650,OUT049,Household,8.88,0.314286031,84.4435788,25.0,208.927,0.0
1651,OUT010,Fruits and Vegetables,18.2,0.519904156,10.48126901,26.0,38.319,0.0
1652,OUT013,Dairy,11.15,0.34619776,22.31632586,37.0,44.9744,0.0
1653,OUT017,Baking Goods,20.0,0.185913786,22.15162748,17.0,45.3086,0.0
1654,OUT013,Household,7.935,0.178073943,74.31561747,37.0,263.091,0.0
1655,OUT045,Dairy,20.1,0.273456664,40.71660595,22.0,110.7228,0.0
1656,OUT035,Fruits and Vegetables,13.65,0.114173592,58.7835181,20.0,114.7834,1.0
1657,OUT018,Frozen Foods,6.635,0.215123118,8.712129476,15.0,36.7506,1.0
1658,OUT045,Frozen Foods,18.25,0.281743678,82.2872165,22.0,226.1062,0.0
1659,OUT017,Others,11.15,0.271630556,31.44380702,17.0,66.0142,0.0
1660,OUT035,Household,19.5,0.125387081,30.31177989,20.0,185.6608,0.0
1661,OUT049,Snack Foods,6.48,0.184262321,58.30587277,25.0,148.2076,0.0
1662,OUT013,Baking Goods,11.15,0.324376362,33.80107691,37.0,102.7648,1.0
1663,OUT013,Frozen Foods,5.985,0.309379392,59.67158788,37.0,125.8678,0.0
1664,OUT017,Health and Hygiene,7.27,0.216385785,52.52689978,17.0,99.3384,0.0
1665,OUT049,Fruits and Vegetables,6.78,0.0,60.44758391,25.0,227.5694,1.0
1666,OUT018,Frozen Foods,9.195,0.217514505,22.64212888,15.0,50.7666,1.0
1667,OUT013,Soft Drinks,19.5,0.277683451,74.89124916,37.0,232.8958,1.0
1668,OUT018,Fruits and Vegetables,6.59,0.325618602,37.76431649,15.0,83.9908,0.0
1669,OUT046,Fruits and Vegetables,7.51,0.132019241,78.75231425,27.0,229.601,0.0
1670,OUT019,Household,13.0,0.270609205,15.96876326,39.0,254.1014,0.0
1671,OUT019,Frozen Foods,15.25,0.39655723,32.84198532,39.0,215.0192,0.0
1672,OUT027,Frozen Foods,8.935,0.199970403,32.01040768,39.0,55.7298,0.0
1673,OUT035,Meat,12.5,0.284814824,36.36315168,20.0,220.0798,0.0
1674,OUT018,Health and Hygiene,17.0,0.22895847,35.09601117,15.0,123.773,0.0
1675,OUT027,Health and Hygiene,7.93,0.266066516,44.8038726,39.0,46.4086,0.0
1676,OUT017,Meat,12.65,0.264230314,28.82565524,17.0,53.5324,0.0
1677,OUT035,Fruits and Vegetables,12.5,0.331619628,24.03985025,20.0,82.7592,1.0
1678,OUT018,Meat,18.7,0.303234187,35.73519833,15.0,184.2292,1.0
1679,OUT046,Canned,11.0,0.36489124,46.94462696,27.0,218.4798,1.0
1680,OUT019,Household,16.7,0.215891827,22.25657656,39.0,248.6776,0.0
1681,OUT045,Fruits and Vegetables,7.35,0.169271731,23.35144963,22.0,40.5454,0.0
1682,OUT013,Dairy,10.895,0.369725428,74.40962841,37.0,264.5568,0.0
1683,OUT013,Canned,17.2,0.109553982,31.47555242,37.0,165.3184,1.0
1684,OUT017,Baking Goods,15.5,0.159730939,38.39376512,17.0,83.7934,1.0
1685,OUT045,Hard Drinks,7.905,0.253365949,45.33568793,22.0,229.4694,0.0
1686,OUT017,Soft Drinks,9.8,0.117983185,28.1478596,17.0,45.006,0.0
1687,OUT018,Frozen Foods,11.6,0.281515714,25.49158292,15.0,79.2276,1.0
1688,OUT027,Baking Goods,15.85,0.347913364,32.84198532,39.0,59.422,1.0
1689,OUT027,Breads,12.6,0.220331235,33.38486483,39.0,60.1194,0.0
1690,OUT035,Household,5.825,0.302436659,35.97659239,20.0,159.7894,0.0
1691,OUT018,Fruits and Vegetables,16.35,0.0,37.2048142,15.0,196.3426,0.0
1692,OUT035,Hard Drinks,14.7,0.14462442,43.23848286,20.0,141.8128,0.0
1693,OUT035,Soft Drinks,11.6,0.0,31.50726583,20.0,141.9154,0.0
1694,OUT013,Snack Foods,16.75,0.323679681,54.52336197,37.0,155.163,0.0
1695,OUT013,Breads,12.5,0.143807159,50.87204144,37.0,197.2742,0.0
1696,OUT010,Dairy,12.6,0.351749426,15.94790268,26.0,253.0356,1.0
1697,OUT013,Household,12.35,0.404728933,62.53726249,37.0,117.6124,0.0
1698,OUT045,Baking Goods,13.35,0.255112626,45.97009028,22.0,93.0804,0.0
1699,OUT019,Baking Goods,6.63,0.426764997,25.80310059,39.0,165.65,1.0
1700,OUT027,Fruits and Vegetables,20.25,0.136799269,84.35680411,39.0,223.4772,1.0
1701,OUT019,Hard Drinks,18.85,0.398869538,11.3063522,39.0,129.3336,0.0
1702,OUT013,Baking Goods,6.63,0.322389544,72.98218961,37.0,166.85,1.0
1703,OUT018,Snack Foods,6.61,0.170674858,68.39038675,15.0,188.4898,1.0
1704,OUT035,Snack Foods,19.6,0.357787449,42.96041899,20.0,166.8816,1.0
1705,OUT017,Dairy,13.6,0.346194369,80.77648173,17.0,234.53,1.0
1706,OUT027,Snack Foods,9.5,0.272002294,57.19913636,39.0,252.5724,0.0
1707,OUT017,Meat,19.25,0.165026607,31.33775678,17.0,197.511,1.0
1708,OUT019,Soft Drinks,5.73,0.281851489,9.267588683,39.0,86.7882,0.0
1709,OUT045,Baking Goods,20.0,0.244994951,80.16421646,22.0,168.7132,1.0
1710,OUT027,Canned,15.2,0.145274981,82.27912493,39.0,217.0824,0.0
1711,OUT010,Snack Foods,20.75,0.426565967,21.94022334,26.0,161.0578,0.0
1712,OUT049,Snack Foods,7.235,0.24129357,57.79548944,25.0,114.8834,0.0
1713,OUT027,Health and Hygiene,13.5,0.233931009,32.53647184,39.0,36.6874,0.0
1714,OUT049,Fruits and Vegetables,6.78,0.258311175,38.61854477,25.0,187.724,0.0
1715,OUT010,Frozen Foods,7.3,0.379694527,29.77995299,26.0,146.3076,0.0
1716,OUT013,Household,12.3,0.229037896,61.60405831,37.0,188.753,0.0
1717,OUT018,Snack Foods,16.85,0.374146473,49.90082164,15.0,145.276,0.0
1718,OUT049,Snack Foods,14.65,0.315097283,23.74726511,25.0,49.8666,1.0
1719,OUT035,Snack Foods,15.6,0.1941152,55.93978906,20.0,123.7704,0.0
1720,OUT018,Household,17.35,0.409957204,35.07703522,15.0,176.2712,0.0
1721,OUT049,Dairy,16.0,0.300185231,57.11176936,25.0,141.3154,0.0
1722,OUT018,Fruits and Vegetables,17.0,0.369169525,34.60887458,15.0,170.9106,0.0
1723,OUT045,Frozen Foods,11.5,0.354764257,45.94836014,22.0,100.5358,1.0
1724,OUT046,Breads,5.695,0.260194014,45.34303034,27.0,256.5988,1.0
1725,OUT046,Soft Drinks,15.2,0.336000996,34.54147652,27.0,36.0848,0.0
1726,OUT013,Baking Goods,9.1,0.417101489,41.97269112,37.0,126.5362,0.0
1727,OUT017,Snack Foods,16.85,0.0,51.34752185,17.0,146.076,0.0
1728,OUT045,Others,11.15,0.271140097,28.12419599,22.0,65.9142,0.0
1729,OUT013,Frozen Foods,17.0,0.345377524,54.59048269,37.0,247.4434,0.0
1730,OUT017,Frozen Foods,7.47,0.391166971,58.47690826,17.0,215.2218,1.0
1731,OUT046,Fruits and Vegetables,20.7,0.220814198,28.8948646,27.0,37.3506,0.0
1732,OUT035,Snack Foods,15.6,0.324462882,61.47422875,20.0,173.2764,1.0
1733,OUT045,Meat,17.7,0.349461301,28.54713996,22.0,100.7674,1.0
1734,OUT049,Household,13.0,0.288046293,33.38486483,25.0,60.0194,0.0
1735,OUT045,Dairy,14.0,0.172577336,29.4426833,22.0,146.3786,1.0
1736,OUT046,Dairy,18.85,0.260678933,48.95794113,27.0,119.044,1.0
1737,OUT035,Soft Drinks,15.7,0.192937995,44.71462177,20.0,182.4634,0.0
1738,OUT046,Household,15.85,0.143134989,21.65001617,27.0,44.0112,0.0
1739,OUT046,Meat,6.175,0.423175466,36.63676842,27.0,94.3752,1.0
1740,OUT019,Canned,15.2,0.192695688,14.77776708,39.0,216.4824,0.0
1741,OUT035,Meat,16.0,0.132468706,24.78978419,20.0,48.3718,1.0
1742,OUT017,Household,13.15,0.305272329,37.76431649,17.0,158.1604,0.0
1743,OUT045,Fruits and Vegetables,16.5,0.282622075,39.2173176,22.0,102.7332,1.0
1744,OUT017,Others,14.65,0.106081667,30.65034747,17.0,57.0614,0.0
1745,OUT013,Snack Foods,13.5,0.353794323,58.47121514,37.0,261.491,1.0
1746,OUT049,Canned,10.1,0.179309799,20.11980119,25.0,50.6008,0.0
1747,OUT017,Baking Goods,11.85,0.2367141,31.21002083,17.0,51.4666,1.0
1748,OUT045,Snack Foods,9.285,0.145083476,49.05983082,22.0,161.0578,1.0
1749,OUT035,Meat,12.8,0.153383519,75.00673303,20.0,223.5404,1.0
1750,OUT049,Household,6.235,0.14223135,77.18103783,25.0,260.8962,0.0
1751,OUT045,Frozen Foods,12.15,0.362554614,80.03121891,22.0,246.846,0.0
1752,OUT019,Health and Hygiene,19.6,0.289590444,14.71003059,39.0,44.077,0.0
1753,OUT049,Baking Goods,12.35,0.431449035,34.03662733,25.0,78.2328,1.0
1754,OUT010,Fruits and Vegetables,9.195,0.452452247,14.22684786,26.0,101.0016,1.0
1755,OUT018,Fruits and Vegetables,16.2,0.189888288,48.40403082,15.0,260.3278,0.0
1756,OUT017,Household,7.285,0.17699672,54.5599835,17.0,174.6054,0.0
1757,OUT046,Breads,7.05,0.235708526,55.96358816,27.0,224.7088,1.0
1758,OUT019,Frozen Foods,7.905,0.0,10.4175525,39.0,109.9254,0.0
1759,OUT046,Breads,14.5,0.252712388,66.69490085,27.0,262.3594,1.0
1760,OUT017,Dairy,13.35,0.0,37.97529197,17.0,75.7012,0.0
1761,OUT049,Fruits and Vegetables,11.5,0.0,53.30698266,25.0,128.4652,0.0
1762,OUT049,Hard Drinks,12.1,0.129818754,53.63073746,25.0,180.666,0.0
1763,OUT018,Snack Foods,11.8,0.306654922,31.64432335,15.0,124.5704,1.0
1764,OUT018,Snack Foods,7.05,0.292082415,31.34837795,15.0,107.4912,0.0
1765,OUT027,Seafood,19.85,0.231870703,59.55990598,39.0,195.7768,0.0
1766,OUT046,Household,18.75,0.101811325,55.91002593,27.0,207.0954,0.0
1767,OUT045,Meat,19.25,0.164728631,56.05868354,22.0,196.311,1.0
1768,OUT013,Canned,16.2,0.0,37.39224519,37.0,100.57,0.0
1769,OUT018,Snack Foods,8.31,0.340805804,66.53998798,15.0,176.0028,1.0
1770,OUT017,Dairy,13.1,0.274524902,44.22804992,17.0,73.8354,0.0
1771,OUT046,Fruits and Vegetables,13.5,0.146616517,55.48566662,27.0,180.5976,0.0
1772,OUT046,Snack Foods,11.15,0.293140826,31.91667276,27.0,169.679,1.0
1773,OUT018,Household,7.5,0.311136639,26.21269921,15.0,56.2588,0.0
1774,OUT027,Hard Drinks,10.5,0.218599245,61.53917777,39.0,156.5946,0.0
1775,OUT018,Snack Foods,15.6,0.325153816,52.42539842,15.0,169.9764,1.0
1776,OUT019,Snack Foods,7.05,0.385700058,10.44945932,39.0,111.1912,0.0
1777,OUT017,Fruits and Vegetables,6.78,0.258839566,51.08753273,17.0,186.524,0.0
1778,OUT035,Snack Foods,16.0,0.202331794,67.20704725,20.0,141.1496,0.0
1779,OUT027,Canned,13.8,0.121085763,48.16271587,39.0,89.1172,1.0
1780,OUT018,Hard Drinks,10.5,0.219576333,60.24347102,15.0,159.6946,0.0
1781,OUT018,Frozen Foods,17.1,0.181000066,45.69407839,15.0,148.8392,0.0
1782,OUT045,Soft Drinks,7.535,0.0,39.47115402,22.0,121.644,0.0
1783,OUT035,Frozen Foods,15.1,0.161209516,48.63045959,20.0,146.6076,0.0
1784,OUT017,Frozen Foods,15.1,0.161680092,64.33205111,17.0,149.0076,0.0
1785,OUT018,Canned,10.0,0.161035425,56.31936789,15.0,264.7226,0.0
1786,OUT017,Starchy Foods,20.85,0.313321563,47.36819608,17.0,224.0746,0.0
1787,OUT035,Fruits and Vegetables,16.7,0.345600399,26.91450167,20.0,182.1976,1.0
1788,OUT010,Baking Goods,8.315,0.244009307,12.04758897,26.0,143.6444,1.0
1789,OUT019,Snack Foods,15.6,0.210052872,13.2327397,39.0,173.8054,0.0
1790,OUT035,Fruits and Vegetables,16.75,0.285140016,64.12472846,20.0,258.4988,0.0
1791,OUT019,Baking Goods,6.15,0.284630394,22.19666642,39.0,98.8384,0.0
1792,OUT049,Household,12.5,0.08231444,31.97919324,25.0,42.9112,0.0
1793,OUT046,Baking Goods,6.8,0.19364155,13.94322775,27.0,49.9034,0.0
1794,OUT013,Frozen Foods,7.3,0.293361032,52.99381473,37.0,149.8076,0.0
1795,OUT049,Household,15.85,0.143246215,29.19287584,25.0,42.5112,0.0
1796,OUT035,Soft Drinks,12.1,0.247313499,28.79098817,20.0,56.5614,1.0
1797,OUT045,Meat,9.195,0.279676438,17.9882962,22.0,107.6596,1.0
1798,OUT013,Fruits and Vegetables,7.59,0.380683806,54.2479124,37.0,174.708,1.0
1799,OUT013,Starchy Foods,12.15,0.249471407,18.96132907,37.0,34.5532,0.0
1800,OUT010,Frozen Foods,19.75,0.17368628,26.81536873,26.0,179.766,1.0
1801,OUT035,Health and Hygiene,18.85,0.126903522,48.58936921,20.0,130.2626,0.0
1802,OUT013,Frozen Foods,12.15,0.12428942,52.29824471,37.0,211.2928,0.0
1803,OUT035,Fruits and Vegetables,13.1,0.193840494,60.64003133,20.0,174.2054,0.0
1804,OUT027,Snack Foods,10.195,0.326920443,61.9919156,39.0,146.7076,0.0
1805,OUT019,Fruits and Vegetables,8.985,0.566670107,14.13294025,39.0,100.77,0.0
1806,OUT013,Breakfast,7.895,0.24723395,13.10634961,37.0,58.5588,1.0
1807,OUT019,Snack Foods,9.8,0.357210581,10.97769557,39.0,118.9098,1.0
1808,OUT049,Snack Foods,16.75,0.172585889,25.07020542,25.0,38.9822,0.0
1809,OUT035,Household,16.35,0.0,54.27858694,20.0,198.211,0.0
1810,OUT035,Hard Drinks,8.21,0.103741925,42.30449621,20.0,149.5392,0.0
1811,OUT017,Soft Drinks,15.85,0.32894756,21.65001617,17.0,58.3904,0.0
1812,OUT049,Canned,16.2,0.251251533,39.97399154,25.0,100.47,0.0
1813,OUT046,Frozen Foods,17.5,0.163923427,60.67844757,27.0,264.491,0.0
1814,OUT019,Baking Goods,11.15,0.315724096,17.82095957,39.0,107.4622,0.0
1815,OUT035,Frozen Foods,13.65,0.269997491,44.46825834,20.0,198.1426,1.0
1816,OUT045,Dairy,11.35,0.25170326,35.07703522,22.0,88.9856,1.0
1817,OUT035,Dairy,10.8,0.287287812,66.40978241,20.0,191.1504,0.0
1818,OUT013,Frozen Foods,7.47,0.389903007,38.67883918,37.0,211.8218,1.0
1819,OUT046,Fruits and Vegetables,19.85,0.213703617,31.81219892,27.0,126.402,0.0
1820,OUT017,Frozen Foods,8.39,0.156021082,53.50644821,17.0,113.6176,1.0
1821,OUT049,Snack Foods,10.8,0.170259473,81.80844455,25.0,239.2222,0.0
1822,OUT046,Health and Hygiene,15.0,0.211916031,37.48116861,27.0,140.2838,0.0
1823,OUT017,Household,17.35,0.410280207,53.03149253,17.0,176.7712,0.0
1824,OUT010,Snack Foods,14.1,0.334569402,31.49669824,26.0,198.8084,0.0
1825,OUT017,Starchy Foods,19.2,0.07496808,72.05027828,17.0,226.6062,1.0
1826,OUT049,Frozen Foods,15.6,0.342191487,33.88960017,25.0,78.067,0.0
1827,OUT019,Snack Foods,20.35,0.498298637,15.65293583,39.0,124.1072,0.0
1828,OUT017,Others,20.5,0.152558536,53.94020764,17.0,154.134,0.0
1829,OUT019,Snack Foods,17.85,0.302249811,11.06829707,39.0,122.3072,0.0
1830,OUT035,Breads,10.6,0.105295432,38.31564954,20.0,41.4454,0.0
1831,OUT035,Fruits and Vegetables,15.1,0.315973678,41.63824204,20.0,143.3786,1.0
1832,OUT018,Frozen Foods,7.035,0.148116184,76.06445951,15.0,264.691,0.0
1833,OUT017,Dairy,16.0,0.300799279,44.55800265,17.0,142.4154,0.0
1834,OUT046,Frozen Foods,13.65,0.283972671,64.62118538,27.0,262.6936,1.0
1835,OUT013,Household,18.85,0.200843245,81.33504042,37.0,246.7144,0.0
1836,OUT035,Soft Drinks,6.115,0.083922631,23.85914919,20.0,190.353,1.0
1837,OUT018,Fruits and Vegetables,8.96,0.263095353,52.52689978,15.0,196.5768,1.0
1838,OUT035,Snack Foods,19.6,0.198921314,51.29562944,20.0,165.9526,0.0
1839,OUT010,Snack Foods,9.195,0.424956565,19.06637879,26.0,182.2634,0.0
1840,OUT046,Household,8.97,0.304982983,32.20739667,27.0,52.7956,0.0
1841,OUT010,Household,12.35,0.523836991,18.8556941,26.0,117.1124,0.0
1842,OUT049,Frozen Foods,9.3,0.258625449,57.30380092,25.0,183.9292,0.0
1843,OUT035,Frozen Foods,17.7,0.206078657,38.31564954,20.0,162.421,1.0
1844,OUT049,Soft Drinks,7.27,0.26681163,33.74193237,25.0,111.9518,0.0
1845,OUT010,Dairy,20.7,0.437045323,13.75089815,26.0,92.8436,1.0
1846,OUT013,Frozen Foods,16.1,0.399494021,18.42709961,37.0,32.8558,1.0
1847,OUT019,Fruits and Vegetables,19.35,0.294797449,17.72731226,39.0,78.8644,1.0
1848,OUT013,Breakfast,20.75,0.2986409,77.49956,37.0,193.3478,0.0
1849,OUT046,Household,20.2,0.335143578,54.6636113,27.0,123.6046,0.0
1850,OUT017,Health and Hygiene,5.51,0.186195601,41.97269112,17.0,98.5726,0.0
1851,OUT017,Fruits and Vegetables,20.2,0.0,59.67158788,17.0,129.0678,1.0
1852,OUT018,Fruits and Vegetables,14.7,0.269430646,29.57805267,15.0,48.5034,0.0
1853,OUT035,Baking Goods,20.0,0.244723759,53.6183215,20.0,168.5132,1.0
1854,OUT010,Household,17.1,0.335264251,10.63889092,26.0,112.986,0.0
1855,OUT010,Health and Hygiene,11.5,0.171841421,16.1964564,26.0,132.6626,0.0
1856,OUT018,Baking Goods,11.15,0.325171705,46.70289927,15.0,104.4648,1.0
1857,OUT049,Frozen Foods,16.2,0.210454867,22.43534711,25.0,43.3454,0.0
1858,OUT049,Fruits and Vegetables,16.1,0.316841768,43.05330649,25.0,76.0328,0.0
1859,OUT027,Fruits and Vegetables,7.68,0.265625573,86.62696924,39.0,191.2162,0.0
1860,OUT018,Canned,15.0,0.23366593,25.38689426,15.0,59.4904,1.0
1861,OUT013,Starchy Foods,12.8,0.263744014,53.71756882,37.0,263.0252,0.0
1862,OUT035,Frozen Foods,5.985,0.0,31.89580537,20.0,125.2678,0.0
1863,OUT035,Fruits and Vegetables,19.35,0.14647011,50.3061209,20.0,120.3098,1.0
1864,OUT018,Health and Hygiene,16.6,0.127580332,40.22305309,15.0,109.8596,0.0
1865,OUT027,Baking Goods,11.15,0.238027188,48.25938665,39.0,106.2622,0.0
1866,OUT049,Fruits and Vegetables,11.5,0.270175585,36.44545239,25.0,189.253,0.0
1867,OUT010,Household,8.88,0.406292557,14.48195429,26.0,207.727,0.0
1868,OUT046,Canned,11.6,0.133210356,35.27577356,27.0,177.9686,0.0
1869,OUT017,Baking Goods,9.8,0.217839269,38.96182747,17.0,101.7016,0.0
1870,OUT045,Fruits and Vegetables,9.395,0.4140316,41.05856305,22.0,139.1838,1.0
1871,OUT046,Frozen Foods,12.3,0.147854608,55.48566662,27.0,193.3162,0.0
1872,OUT046,Soft Drinks,16.1,0.153549008,53.53754757,27.0,192.6846,0.0
1873,OUT010,Fruits and Vegetables,19.1,0.208097768,17.15469615,26.0,147.5418,1.0
1874,OUT049,Household,8.43,0.421866229,45.48962959,25.0,174.0422,0.0
1875,OUT010,Breads,14.5,0.326947231,32.35177893,26.0,260.4594,1.0
1876,OUT046,Soft Drinks,8.27,0.357670143,66.64996324,27.0,184.8924,1.0
1877,OUT017,Fruits and Vegetables,7.02,0.285697874,43.93352023,17.0,148.0734,0.0
1878,OUT045,Frozen Foods,20.0,0.22714957,42.19418443,22.0,128.0678,1.0
1879,OUT045,Soft Drinks,7.81,0.259984803,84.17903183,22.0,246.0486,0.0
1880,OUT019,Seafood,10.395,0.233818235,17.80226952,39.0,158.6604,0.0
1881,OUT013,Others,13.1,0.109952167,58.44274121,37.0,189.853,0.0
1882,OUT045,Canned,15.2,0.145775608,72.39597779,22.0,216.5824,0.0
1883,OUT046,Hard Drinks,10.8,0.241730118,32.02080574,27.0,74.738,0.0
1884,OUT035,Seafood,12.6,0.236784649,21.75738495,20.0,50.7982,0.0
1885,OUT049,Household,12.15,0.171957192,53.97105706,25.0,115.015,0.0
1886,OUT045,Snack Foods,7.42,0.142944745,77.30602046,22.0,248.9092,0.0
1887,OUT019,Baking Goods,12.6,0.234975065,26.21269921,39.0,172.4764,1.0
1888,OUT017,Canned,6.885,0.375233927,54.62705923,17.0,111.4228,1.0
1889,OUT027,Health and Hygiene,19.6,0.218324797,35.42644492,39.0,42.177,0.0
1890,OUT017,Household,20.25,0.243452018,60.78807449,17.0,246.446,0.0
1891,OUT045,Canned,15.3,0.291439699,32.6895855,22.0,214.0218,1.0
1892,OUT049,Fruits and Vegetables,9.21,0.093693185,39.79872108,25.0,122.4414,0.0
1893,OUT018,Snack Foods,15.6,0.0,25.71263114,15.0,220.4798,0.0
1894,OUT049,Frozen Foods,15.35,0.117619076,30.96372071,25.0,62.7168,0.0
1895,OUT045,Fruits and Vegetables,12.15,0.363801335,53.25699954,22.0,190.3872,1.0
1896,OUT027,Household,14.65,0.288020345,74.32009688,39.0,164.0552,0.0
1897,OUT049,Health and Hygiene,11.395,0.099467668,31.17800507,25.0,50.3034,0.0
1898,OUT046,Fruits and Vegetables,17.1,0.0,54.79135151,27.0,111.9886,0.0
1899,OUT035,Dairy,18.85,0.260654286,34.61849217,20.0,119.044,1.0
1900,OUT046,Household,19.6,0.306857723,67.57260096,27.0,251.9698,0.0
1901,OUT017,Frozen Foods,11.3,0.259051053,66.35461853,17.0,258.1962,1.0
1902,OUT027,Frozen Foods,12.15,0.135356422,69.42424793,39.0,255.3698,0.0
